100,200,300,400,500,600,700,800,900,1000
Time,Temp.,Humin.,Pressure.,Az,H1_u,H1_v,H1_w,H1_ws,H1_wd,H2_u,H2_v,H2_w,H2_ws,H2_wd,H3_u,H3_v,H3_w,H3_ws,H3_wd,H4_u,H4_v,H4_w,H4_ws,H4_wd,H5_u,H5_v,H5_w,H5_ws,H5_wd,H6_u,H6_v,H6_w,H6_ws,H6_wd,H7_u,H7_v,H7_w,H7_ws,H7_wd,H8_u,H8_v,H8_w,H8_ws,H8_wd,H9_u,H9_v,H9_w,H9_ws,H9_wd,H10_u,H10_v,H10_w,H10_ws,H10_wd
20210401_13:26:32.48,99.9,99.9,999.9,001,-0.00,-0.00,-0.00,0.00,0.00,1.10,-0.37,0.29,1.19,288.43,1.10,-0.00,0.24,1.12,270.00,0.73,-0.00,0.10,0.74,270.00,0.73,-0.00,0.20,0.76,270.00,0.73,-0.00,0.20,0.76,270.00,-0.00,-0.37,0.05,0.37,0.00,-0.00,-0.00,-0.00,0.00,0.00,-0.00,-0.37,0.05,0.37,0.00,-0.00,-0.00,-0.00,0.00,0.00
20210401_13:26:33.00,99.9,99.9,999.9,001,-0.00,-0.00,-0.00,0.00,0.00,1.10,-0.37,0.29,1.19,288.43,1.10,0.37,0.20,1.17,251.57,1.10,-0.00,0.15,1.11,270.00,0.73,-0.37,0.15,0.83,296.57,0.73,-0.00,0.20,0.76,270.00,-0.00,-0.00,0.10,0.10,0.00,-0.00,-0.00,-0.00,0.00,0.00,0.37,-0.37,-0.00,0.52,315.00,-0.00,-0.00,-0.00,0.00,0.00
20210401_13:26:33.53,99.9,99.9,999.9,001,0.37,-0.00,-0.05,0.37,270.00,1.10,-0.00,0.34,1.15,270.00,1.10,0.37,0.20,1.17,251.57,1.10,-0.00,0.15,1.11,270.00,0.73,-0.00,0.20,0.76,270.00,0.73,-0.00,0.20,0.76,270.00,-0.00,-0.37,0.05,0.37,0.00,-0.00,-0.37,0.05,0.37,0.00,-0.00,-0.37,0.05,0.37,0.00,-0.00,-0.37,-0.05,0.37,0.00
20210401_13:26:34.06,99.9,99.9,999.9,001,-0.00,-0.00,-0.00,0.00,0.00,1.10,0.37,0.20,1.17,251.57,1.83,-0.00,0.24,1.84,270.00,1.10,-0.00,0.15,1.11,270.00,-0.00,-0.37,0.05,0.37,0.00,0.73,-0.37,0.15,0.83,296.57,-0.37,-0.37,-0.00,0.52,45.00,0.37,-0.37,-0.00,0.52,315.00,-0.00,-0.37,-0.05,0.37,0.00,-0.00,-0.37,-0.05,0.37,0.00
20210401_13:26:34.58,99.9,99.9,999.9,001,0.73,-0.37,-0.15,0.83,296.57,1.10,0.37,0.20,1.17,251.57,2.56,-0.00,0.15,2.56,270.00,1.46,-0.37,0.24,1.53,284.04,-0.00,-0.37,0.05,0.37,0.00,0.37,-0.37,0.10,0.53,315.00,-0.00,-0.37,-0.05,0.37,0.00,0.37,-1.10,-0.10,1.16,341.57,-0.00,-0.37,-0.05,0.37,0.00,-0.00,-0.37,-0.05,0.37,0.00
20210401_13:26:35.11,99.9,99.9,999.9,001,-0.00,-0.00,-0.00,0.00,0.00,2.19,-0.00,0.20,2.20,270.00,2.19,-0.00,0.10,2.20,270.00,1.83,-0.00,0.15,1.83,270.00,0.37,-0.37,-0.00,0.52,315.00,0.73,-0.37,0.05,0.82,296.57,-0.00,-0.73,-0.10,0.74,0.00,0.37,-1.10,-0.10,1.16,341.57,-0.00,-0.37,-0.05,0.37,0.00,-0.00,-0.37,-0.05,0.37,0.00
20210401_13:26:35.64,99.9,99.9,999.9,001,0.73,-0.37,-0.15,0.83,296.57,1.46,-0.00,0.10,1.47,270.00,1.83,-0.00,0.05,1.83,270.00,1.83,0.37,0.00,1.86,258.69,0.37,-0.73,-0.05,0.82,333.43,0.73,-0.37,0.05,0.82,296.57,0.37,-0.73,-0.05,0.82,333.43,0.37,-1.46,-0.15,1.51,345.96,-0.00,-0.00,-0.10,0.10,0.00,-0.00,-0.37,-0.05,0.37,0.00
20210401_13:26:36.16,99.9,99.9,999.9,001,2.19,-1.10,-0.44,2.49,296.57,1.46,-0.00,0.10,1.47,270.00,2.19,-0.00,0.10,2.20,270.00,1.83,0.37,0.00,1.86,258.69,0.37,-1.46,-0.05,1.51,345.96,1.10,-0.37,-0.20,1.17,288.43,0.37,-1.46,-0.15,1.51,345.96,0.37,-1.10,-0.20,1.17,341.57,0.18,-0.00,-0.12,0.22,270.00,0.18,-0.00,-0.12,0.22,270.00
20210401_13:26:36.69,99.9,99.9,999.9,001,2.19,-1.10,-0.44,2.49,296.57,1.46,-0.00,0.10,1.47,270.00,2.19,-0.00,0.10,2.20,270.00,2.19,0.73,0.10,2.31,251.57,0.37,-1.10,-0.10,1.16,341.57,1.10,-0.37,-0.20,1.17,288.43,0.37,-1.46,-0.15,1.51,345.96,1.10,-1.28,-0.32,1.71,319.40,0.37,-0.00,-0.15,0.39,270.00,-0.00,-0.00,-0.10,0.10,0.00
20210401_13:26:37.22,99.9,99.9,999.9,001,1.10,-1.10,-0.29,1.58,315.00,1.46,-0.00,0.10,1.47,270.00,1.83,-0.00,0.05,1.83,270.00,2.19,0.37,0.15,2.23,260.54,0.37,-1.10,-0.10,1.16,341.57,1.10,-0.18,-0.17,1.12,279.46,0.37,-1.46,-0.15,1.51,345.96,1.10,-1.46,-0.34,1.86,323.13,-0.00,-0.00,-0.10,0.10,0.00,-0.37,-0.00,-0.05,0.37,90.00
20210401_13:26:37.74,99.9,99.9,999.9,001,0.18,-1.10,-0.17,1.12,350.54,1.46,-0.00,0.10,1.47,270.00,2.19,-0.37,0.15,2.23,279.46,1.83,0.37,0.10,1.87,258.69,0.37,-1.46,-0.05,1.51,345.96,1.10,-0.00,-0.15,1.11,270.00,-0.37,-1.46,-0.05,1.51,14.04,0.37,-0.73,-0.15,0.83,333.43,-0.00,-0.00,-0.10,0.10,0.00,0.18,-0.37,-0.17,0.44,333.43
20210401_13:26:38.27,99.9,99.9,999.9,001,-0.73,-1.10,-0.05,1.32,33.69,1.46,-0.00,0.10,1.47,270.00,2.19,-0.37,0.15,2.23,279.46,1.46,-0.00,0.20,1.48,270.00,0.37,-1.46,-0.05,1.51,345.96,0.73,-1.10,-0.15,1.33,326.31,0.37,-1.46,-0.15,1.51,345.96,0.37,-0.55,-0.12,0.67,326.31,-0.00,-0.00,-0.20,0.20,0.00,0.18,-0.55,-0.20,0.61,341.57
20210401_13:26:38.80,99.9,99.9,999.9,001,-0.73,-1.10,-0.05,1.32,33.69,1.46,-0.37,0.15,1.51,284.04,2.19,-0.37,0.15,2.23,279.46,1.83,0.37,0.29,1.89,258.69,-0.37,-1.46,0.05,1.51,14.04,0.73,-1.10,-0.15,1.33,326.31,-0.37,-1.46,-0.05,1.51,14.04,0.37,-0.55,-0.12,0.67,326.31,-0.00,-0.37,-0.15,0.39,0.00,0.73,-0.91,-0.22,1.19,321.34
20210401_13:26:39.33,99.9,99.9,999.9,001,-0.00,-1.10,-0.15,1.11,0.00,1.46,-0.37,0.24,1.53,284.04,2.19,-0.73,0.20,2.32,288.43,1.83,-0.00,0.24,1.84,270.00,0.37,-1.46,-0.05,1.51,345.96,0.73,-0.73,-0.00,1.03,315.00,-0.37,-1.46,-0.05,1.51,14.04,0.37,-0.55,-0.12,0.67,326.31,-0.00,-0.73,-0.20,0.76,0.00,0.73,-0.91,-0.22,1.19,321.34
20210401_13:26:39.85,99.9,99.9,999.9,001,0.73,-1.10,-0.05,1.32,326.31,1.46,-0.37,0.24,1.53,284.04,1.83,-0.73,0.24,1.98,291.80,1.10,-0.00,0.24,1.12,270.00,-0.37,-1.46,0.05,1.51,14.04,0.73,-1.83,-0.15,1.97,338.20,-0.37,-1.46,-0.05,1.51,14.04,0.37,-0.55,-0.12,0.67,326.31,0.37,-0.73,-0.15,0.83,333.43,0.37,-0.91,-0.17,1.00,338.20
20210401_13:26:40.38,99.9,99.9,999.9,001,0.73,-1.10,-0.05,1.32,326.31,1.64,-0.00,0.22,1.66,270.00,2.56,-0.73,0.34,2.68,285.95,1.10,-0.00,0.24,1.12,270.00,0.37,-1.46,0.05,1.51,345.96,0.73,-1.83,-0.24,1.98,338.20,-0.37,-0.91,-0.07,0.99,21.80,0.37,-0.55,-0.12,0.67,326.31,-0.00,-0.73,-0.20,0.76,0.00,0.37,-0.73,-0.15,0.83,333.43
20210401_13:26:40.91,99.9,99.9,999.9,001,0.91,-1.10,-0.02,1.43,320.19,1.46,-0.00,0.20,1.48,270.00,2.56,-0.73,0.34,2.68,285.95,1.46,-0.00,0.29,1.49,270.00,0.37,-1.46,0.05,1.51,345.96,0.37,-1.83,-0.20,1.87,348.69,-0.37,-0.91,-0.07,0.99,21.80,0.37,-0.55,-0.12,0.67,326.31,0.37,-0.73,-0.15,0.83,333.43,0.73,-0.73,-0.20,1.05,315.00
20210401_13:26:41.43,99.9,99.9,999.9,001,1.10,-1.10,-0.00,1.55,315.00,1.46,-0.00,0.20,1.48,270.00,1.83,-1.10,0.20,2.14,300.96,1.10,-0.00,0.24,1.12,270.00,0.73,-1.83,-0.05,1.97,338.20,0.37,-1.83,-0.20,1.87,348.69,-0.37,-0.37,-0.00,0.52,45.00,0.37,-0.55,-0.12,0.67,326.31,0.37,-0.73,-0.15,0.83,333.43,0.73,-0.73,-0.20,1.05,315.00
20210401_13:26:41.96,99.9,99.9,999.9,001,1.10,-1.10,-0.00,1.55,315.00,1.46,-0.00,0.20,1.48,270.00,1.46,-1.10,0.15,1.83,306.87,0.37,-0.00,0.24,0.44,270.00,0.73,-1.46,-0.00,1.63,333.43,0.37,-1.83,-0.20,1.87,348.69,-0.37,-0.37,-0.00,0.52,45.00,0.37,-0.55,-0.12,0.67,326.31,0.37,-0.73,-0.15,0.83,333.43,0.73,-0.73,-0.20,1.05,315.00
20210401_13:26:42.49,99.9,99.9,999.9,001,1.10,-0.73,-0.05,1.32,303.69,0.73,-0.00,0.20,0.76,270.00,1.46,-1.10,0.15,1.83,306.87,0.73,-0.00,0.29,0.79,270.00,1.10,-1.83,-0.00,2.13,329.04,0.73,-1.83,-0.24,1.98,338.20,-0.37,-0.37,-0.00,0.52,45.00,0.37,-0.18,-0.17,0.44,296.57,0.37,-0.73,-0.15,0.83,333.43,0.73,-0.73,-0.20,1.05,315.00
20210401_13:26:43.01,99.9,99.9,999.9,001,1.10,-1.10,-0.00,1.55,315.00,0.73,1.83,0.44,2.02,201.80,1.10,-1.46,0.05,1.83,323.13,1.10,-0.00,0.24,1.12,270.00,1.10,-1.83,-0.00,2.13,329.04,1.10,-1.83,-0.20,2.14,329.04,-0.37,-0.37,-0.00,0.52,45.00,0.37,-0.37,-0.10,0.53,315.00,-0.00,-0.73,-0.10,0.74,0.00,0.73,-0.73,-0.20,1.05,315.00
20210401_13:26:43.54,99.9,99.9,999.9,001,0.91,-0.91,-0.24,1.32,315.00,0.73,2.38,0.51,2.54,197.10,0.73,-1.46,-0.10,1.64,333.43,1.10,-0.37,0.29,1.19,288.43,1.10,-1.83,-0.10,2.13,329.04,1.10,-0.91,-0.17,1.44,309.81,-0.00,-0.37,0.05,0.37,0.00,0.37,-0.37,-0.10,0.53,315.00,-0.00,-0.91,-0.12,0.92,0.00,0.73,-0.37,-0.15,0.83,296.57
20210401_13:26:44.07,99.9,99.9,999.9,001,-0.00,-0.91,-0.37,0.98,0.00,0.73,2.74,0.47,2.88,194.93,1.46,-1.46,-0.10,2.07,315.00,1.46,-2.19,-0.00,2.64,326.31,1.10,-2.19,-0.15,2.46,333.43,1.10,-0.73,-0.05,1.32,303.69,0.37,-0.37,0.10,0.53,315.00,0.37,-0.37,-0.10,0.53,315.00,-0.00,-0.91,-0.12,0.92,0.00,0.37,-0.37,-0.10,0.53,315.00
20210401_13:26:44.60,99.9,99.9,999.9,001,0.73,-1.10,-0.44,1.39,326.31,0.73,2.74,0.47,2.88,194.93,1.46,-1.46,-0.10,2.07,315.00,1.10,-2.19,-0.05,2.45,333.43,0.73,-2.19,-0.20,2.32,341.57,1.10,-0.37,-0.10,1.16,288.43,0.73,-1.46,-0.29,1.66,333.43,0.73,-0.00,-0.20,0.76,270.00,-0.00,-0.73,-0.10,0.74,0.00,0.73,-0.37,-0.15,0.83,296.57
20210401_13:26:45.12,99.9,99.9,999.9,001,0.91,-1.10,-0.42,1.49,320.19,0.73,2.38,0.51,2.54,197.10,1.46,-1.46,-0.10,2.07,315.00,1.10,-2.19,-0.05,2.45,333.43,1.10,-1.83,-0.20,2.14,329.04,1.10,-0.00,-0.15,1.11,270.00,1.10,-1.10,-0.20,1.56,315.00,1.10,0.37,-0.29,1.19,251.57,-0.00,-0.73,-0.10,0.74,0.00,1.10,-0.37,-0.20,1.17,288.43
20210401_13:26:45.65,99.9,99.9,999.9,001,0.91,-1.10,-0.42,1.49,320.19,0.73,1.83,0.44,2.02,201.80,1.83,-1.10,-0.20,2.14,300.96,1.46,-2.56,0.05,2.95,330.26,1.10,-2.01,-0.17,2.30,331.39,1.10,-0.00,-0.15,1.11,270.00,0.91,-1.10,-0.17,1.44,320.19,1.10,0.73,-0.34,1.36,236.31,-0.00,-0.37,-0.15,0.39,0.00,1.10,1.83,-0.49,2.19,210.96
20210401_13:26:46.18,99.9,99.9,999.9,001,0.91,-1.10,-0.42,1.49,320.19,1.46,1.46,0.49,2.12,225.00,1.83,-1.10,-0.20,2.14,300.96,1.46,-2.56,0.05,2.95,330.26,1.10,-2.19,-0.05,2.45,333.43,1.28,-0.00,-0.17,1.29,270.00,1.46,-0.73,-0.29,1.66,296.57,1.10,0.73,-0.34,1.36,236.31,-0.00,-0.37,-0.15,0.39,0.00,1.10,1.83,-0.49,2.19,210.96
20210401_13:26:46.70,99.9,99.9,999.9,001,0.91,-1.10,-0.42,1.49,320.19,1.10,1.10,0.59,1.66,225.00,1.83,-1.10,-0.20,2.14,300.96,1.83,-2.92,0.05,3.45,327.99,1.10,-2.19,-0.05,2.45,333.43,1.46,-0.00,-0.20,1.48,270.00,1.10,-0.73,-0.34,1.36,303.69,1.10,1.28,-0.42,1.74,220.60,-0.00,0.18,-0.22,0.29,180.00,7.31,1.83,-1.32,7.65,255.96
20210401_13:26:47.23,99.9,99.9,999.9,001,1.10,-1.10,-0.39,1.60,315.00,1.10,0.73,0.44,1.39,236.31,2.19,-0.73,-0.10,2.31,288.43,1.83,-3.29,0.10,3.76,330.95,1.10,-2.19,-0.05,2.45,333.43,1.46,0.37,-0.24,1.53,255.96,1.10,-1.10,-0.39,1.60,315.00,1.10,1.28,-0.42,1.74,220.60,-0.00,0.18,-0.22,0.29,180.00,7.31,1.83,-1.32,7.65,255.96
20210401_13:26:47.76,99.9,99.9,999.9,001,1.10,-1.10,-0.39,1.60,315.00,1.46,-0.37,0.15,1.51,284.04,2.56,-0.73,-0.05,2.66,285.95,1.83,-3.29,0.10,3.76,330.95,1.10,-2.19,-0.05,2.45,333.43,1.46,0.37,-0.24,1.53,255.96,1.10,-1.10,-0.39,1.60,315.00,1.10,1.28,-0.42,1.74,220.60,-0.00,0.18,-0.22,0.29,180.00,7.31,1.83,-1.32,7.65,255.96
20210401_13:26:48.28,99.9,99.9,999.9,001,1.10,-1.10,-0.39,1.60,315.00,1.46,1.10,0.34,1.86,233.13,2.56,-0.73,0.05,2.66,285.95,2.19,-4.39,0.20,4.91,333.43,0.73,-2.19,-0.00,2.31,341.57,1.46,1.10,-0.34,1.86,233.13,1.10,-1.10,-0.39,1.60,315.00,1.10,1.28,-0.42,1.74,220.60,-0.00,0.73,-0.29,0.79,180.00,6.94,1.83,-1.37,7.31,255.26
20210401_13:26:48.81,99.9,99.9,999.9,001,1.46,-1.10,-0.34,1.86,306.87,1.83,1.10,0.39,2.17,239.04,2.56,-0.73,0.05,2.66,285.95,2.19,-3.29,0.05,3.95,326.31,0.73,-4.02,0.24,4.09,349.70,1.46,1.10,-0.34,1.86,233.13,1.10,-0.73,-0.44,1.39,303.69,1.10,1.28,-0.42,1.74,220.60,-0.00,0.37,-0.24,0.44,180.00,6.94,1.83,-1.37,7.31,255.26
20210401_13:26:49.34,99.9,99.9,999.9,001,1.46,-1.10,-0.34,1.86,306.87,1.83,-1.10,0.29,2.15,300.96,2.56,-0.73,0.05,2.66,285.95,2.19,-1.10,0.15,2.46,296.57,0.73,-2.92,0.10,3.02,345.96,1.10,-0.37,-0.29,1.19,288.43,1.10,-0.73,-0.44,1.39,303.69,1.10,0.73,-0.34,1.36,236.31,-0.37,0.37,-0.29,0.59,135.00,6.94,1.10,-1.27,7.15,261.03
20210401_13:26:49.87,99.9,99.9,999.9,001,1.46,-1.10,-0.34,1.86,306.87,1.83,-1.46,0.34,2.37,308.66,2.56,-0.73,0.05,2.66,285.95,1.83,-0.73,0.24,1.98,291.80,1.10,-3.29,-0.00,3.47,341.57,1.10,-0.55,-0.32,1.27,296.57,1.10,-0.00,-0.34,1.15,270.00,1.10,0.18,-0.37,1.17,260.54,-0.37,0.37,-0.29,0.59,135.00,6.94,1.10,-1.27,7.15,261.03
20210401_13:26:50.39,99.9,99.9,999.9,001,2.19,-1.10,-0.24,2.46,296.57,1.46,-1.46,0.39,2.10,315.00,2.92,-1.46,0.29,3.28,296.57,1.83,-0.37,0.20,1.87,281.31,1.10,-3.29,-0.00,3.47,341.57,1.10,-0.73,-0.24,1.34,303.69,1.10,0.55,-0.32,1.27,243.43,1.10,-0.91,-0.17,1.44,309.81,-0.37,0.37,-0.20,0.55,135.00,6.94,0.37,-1.18,7.05,266.99
20210401_13:26:50.92,99.9,99.9,999.9,001,2.19,-1.10,-0.24,2.46,296.57,1.46,-0.37,0.44,1.57,284.04,2.92,-1.10,0.24,3.13,290.56,1.83,-0.37,0.20,1.87,281.31,1.10,-2.19,-0.15,2.46,333.43,-0.37,-0.73,-0.05,0.82,26.57,0.73,0.37,-0.24,0.85,243.43,1.10,-0.73,-0.15,1.33,303.69,-0.37,0.18,-0.17,0.44,116.57,6.94,-0.00,-1.13,7.04,270.00
20210401_13:26:51.45,99.9,99.9,999.9,001,2.19,-0.91,-0.27,2.39,292.62,1.46,-0.73,0.49,1.71,296.57,2.56,-1.46,0.34,2.97,299.74,1.83,-0.37,0.20,1.87,281.31,0.73,-1.83,-0.15,1.97,338.20,-0.37,-0.73,-0.05,0.82,26.57,1.10,0.37,-0.20,1.17,251.57,1.46,-0.37,-0.15,1.51,284.04,-0.00,-0.00,-0.10,0.10,0.00,6.94,-0.00,-1.13,7.04,270.00
20210401_13:26:51.97,99.9,99.9,999.9,001,2.19,-0.73,-0.20,2.32,288.43,1.46,-0.37,0.54,1.60,284.04,2.56,-1.46,0.24,2.96,299.74,1.83,-0.37,0.20,1.87,281.31,-0.00,-2.19,-0.20,2.20,0.00,-0.37,-0.73,-0.05,0.82,26.57,1.10,0.37,-0.20,1.17,251.57,1.46,-0.37,-0.15,1.51,284.04,-0.00,-0.00,-0.10,0.10,0.00,6.94,-0.00,-1.13,7.04,270.00
20210401_13:26:52.50,99.9,99.9,999.9,001,2.92,-0.73,-0.10,3.02,284.04,1.46,-0.37,0.54,1.60,284.04,2.56,-1.10,0.29,2.80,293.20,1.83,-0.37,0.20,1.87,281.31,0.37,-1.83,-0.20,1.87,348.69,-0.37,-0.73,-0.05,0.82,26.57,1.28,0.37,-0.22,1.35,254.05,1.46,-0.37,-0.15,1.51,284.04,-0.00,-0.00,-0.10,0.10,0.00,6.94,-0.00,-1.13,7.04,270.00
20210401_13:26:53.03,99.9,99.9,999.9,001,1.83,-0.37,0.10,1.87,281.31,1.46,-0.37,0.54,1.60,284.04,2.19,-1.10,0.34,2.48,296.57,1.46,-0.37,0.24,1.53,284.04,0.37,-1.83,-0.20,1.87,348.69,0.18,-0.73,-0.02,0.75,345.96,1.10,-0.37,-0.20,1.17,288.43,1.10,-0.37,-0.20,1.17,288.43,-0.00,-0.00,-0.10,0.10,0.00,6.94,-0.00,-1.13,7.04,270.00
20210401_13:26:53.55,99.9,99.9,999.9,001,0.73,-0.37,-0.24,0.85,296.57,1.46,-0.37,0.54,1.60,284.04,1.83,-1.10,0.29,2.15,300.96,1.83,-0.37,0.29,1.89,281.31,0.73,-1.83,-0.05,1.97,338.20,0.18,-0.73,-0.02,0.75,345.96,1.10,-0.00,-0.15,1.11,270.00,0.73,-0.37,-0.24,0.85,296.57,-0.00,-0.00,-0.10,0.10,0.00,6.94,-0.00,-1.13,7.04,270.00
20210401_13:26:54.08,99.9,99.9,999.9,001,0.73,-0.00,-0.20,0.76,270.00,1.10,-0.00,0.44,1.18,270.00,1.83,-1.10,0.29,2.15,300.96,1.10,-0.37,0.20,1.17,288.43,0.73,-1.46,-0.00,1.63,333.43,0.37,-0.37,-0.00,0.52,315.00,1.10,-0.00,-0.15,1.11,270.00,0.73,-0.37,-0.24,0.85,296.57,-0.00,-0.00,-0.10,0.10,0.00,6.94,-0.00,-1.13,7.04,270.00
20210401_13:26:54.61,99.9,99.9,999.9,001,0.73,0.37,-0.15,0.83,243.43,0.73,-0.00,0.49,0.88,270.00,1.83,-0.73,0.24,1.98,291.80,0.73,-0.37,0.24,0.85,296.57,0.73,-1.46,-0.00,1.63,333.43,0.37,-0.00,0.05,0.37,270.00,1.10,-0.00,-0.15,1.11,270.00,0.73,-0.37,-0.24,0.85,296.57,-0.55,-0.00,-0.17,0.57,90.00,6.94,-0.00,-1.13,7.04,270.00
20210401_13:26:55.14,99.9,99.9,999.9,001,0.73,0.37,-0.15,0.83,243.43,0.73,-0.00,0.49,0.88,270.00,1.83,-0.73,0.24,1.98,291.80,0.37,-0.37,0.20,0.55,315.00,-0.00,-1.46,-0.10,1.47,0.00,0.37,-0.37,0.10,0.53,315.00,1.10,-0.00,-0.15,1.11,270.00,0.73,-0.37,-0.24,0.85,296.57,-0.55,-0.00,-0.17,0.57,90.00,6.94,-0.00,-1.13,7.04,270.00
20210401_13:26:55.66,99.9,99.9,999.9,001,0.55,0.37,0.02,0.66,236.31,0.73,-0.00,0.49,0.88,270.00,1.83,-0.73,0.24,1.98,291.80,0.37,-0.37,0.20,0.55,315.00,-0.00,-1.10,-0.05,1.10,0.00,1.10,-0.37,0.00,1.16,288.43,1.10,-0.00,-0.15,1.11,270.00,0.73,-0.37,-0.24,0.85,296.57,-0.55,-0.00,-0.17,0.57,90.00,6.94,-0.00,-1.13,7.04,270.00
20210401_13:26:56.19,99.9,99.9,999.9,001,1.83,0.37,0.00,1.86,258.69,1.46,-0.00,0.49,1.54,270.00,1.83,-0.73,0.24,1.98,291.80,0.73,-0.37,0.15,0.83,296.57,-0.00,-1.10,-0.05,1.10,0.00,1.10,-0.37,0.00,1.16,288.43,1.10,-0.00,-0.15,1.11,270.00,0.37,-0.37,-0.20,0.55,315.00,-0.18,-0.00,-0.22,0.29,90.00,6.94,-0.00,-1.13,7.04,270.00
20210401_13:26:56.72,99.9,99.9,999.9,001,1.10,-0.37,0.20,1.17,288.43,1.10,-0.00,0.54,1.22,270.00,1.83,-0.73,0.24,1.98,291.80,0.73,-0.37,0.15,0.83,296.57,-0.00,-0.73,-0.10,0.74,0.00,1.10,-0.37,0.00,1.16,288.43,0.73,-0.00,-0.20,0.76,270.00,0.37,-0.37,-0.20,0.55,315.00,-0.73,0.37,-0.24,0.85,116.57,-0.37,-0.00,-0.15,0.39,90.00
20210401_13:26:57.24,99.9,99.9,999.9,001,0.73,-0.00,0.20,0.76,270.00,0.73,-0.00,0.49,0.88,270.00,2.19,-0.37,0.34,2.25,279.46,0.37,-0.37,0.20,0.55,315.00,0.73,-0.73,-0.00,1.03,315.00,0.37,-0.37,-0.10,0.53,315.00,1.10,-0.37,-0.10,1.16,288.43,0.37,-0.37,-0.20,0.55,315.00,-0.73,0.37,-0.24,0.85,116.57,-1.10,-0.00,-0.15,1.11,90.00
20210401_13:26:57.77,99.9,99.9,999.9,001,0.73,-0.00,0.20,0.76,270.00,1.10,-0.00,0.54,1.22,270.00,2.19,-0.37,0.34,2.25,279.46,0.37,-0.37,0.20,0.55,315.00,0.37,-0.37,-0.00,0.52,315.00,0.37,-0.37,-0.10,0.53,315.00,0.37,-0.37,-0.10,0.53,315.00,-0.37,-0.00,-0.15,0.39,90.00,-0.73,0.37,-0.24,0.85,116.57,-1.10,-0.37,-0.10,1.16,71.57
20210401_13:26:58.30,99.9,99.9,999.9,001,-0.37,-0.00,0.24,0.44,90.00,1.10,-0.00,0.54,1.22,270.00,2.19,-0.37,0.34,2.25,279.46,-0.00,-0.37,0.24,0.44,0.00,0.37,-0.37,-0.00,0.52,315.00,0.37,-0.37,-0.10,0.53,315.00,0.37,-0.00,-0.05,0.37,270.00,-0.37,-0.00,-0.15,0.39,90.00,-0.73,-0.00,-0.20,0.76,90.00,-0.73,-0.00,-0.10,0.74,90.00
20210401_13:26:58.82,99.9,99.9,999.9,001,-0.00,-0.00,0.29,0.29,0.00,1.10,-0.00,0.54,1.22,270.00,2.19,-0.37,0.34,2.25,279.46,-0.37,-0.37,0.20,0.55,45.00,-0.00,-0.37,-0.05,0.37,0.00,-0.37,-0.37,-0.20,0.55,45.00,-0.18,-0.00,-0.02,0.18,90.00,-0.73,-0.00,-0.10,0.74,90.00,-0.73,-0.00,-0.20,0.76,90.00,-1.10,-0.00,-0.15,1.11,90.00
20210401_13:26:59.35,99.9,99.9,999.9,001,-0.37,-0.00,0.24,0.44,90.00,1.10,-0.00,0.54,1.22,270.00,2.19,-0.37,0.34,2.25,279.46,-0.37,-0.37,0.20,0.55,45.00,-0.37,-0.37,-0.00,0.52,45.00,-0.73,-0.37,-0.15,0.83,63.43,-0.37,-0.00,-0.05,0.37,90.00,-0.37,-0.00,-0.05,0.37,90.00,-0.73,-0.00,-0.20,0.76,90.00,-1.10,-0.00,-0.15,1.11,90.00
20210401_13:26:59.88,99.9,99.9,999.9,001,-0.37,-0.00,0.24,0.44,90.00,2.19,-0.00,0.69,2.30,270.00,2.19,-0.00,0.39,2.23,270.00,-0.00,-0.37,0.24,0.44,0.00,-0.37,-0.37,-0.00,0.52,45.00,-0.73,-0.37,-0.15,0.83,63.43,-0.37,-0.37,-0.00,0.52,45.00,-0.73,-0.00,-0.00,0.73,90.00,-0.73,-0.00,-0.20,0.76,90.00,-1.10,-0.00,-0.15,1.11,90.00
20210401_13:27:00.41,99.9,99.9,999.9,001,-0.37,0.37,0.20,0.55,135.00,2.92,-0.00,0.78,3.03,270.00,2.19,-0.00,0.39,2.23,270.00,-0.00,-0.37,0.24,0.44,0.00,-0.37,-0.37,-0.00,0.52,45.00,-0.73,-0.37,-0.15,0.83,63.43,-0.37,-0.37,-0.00,0.52,45.00,-0.55,-0.00,0.02,0.55,90.00,-0.73,-0.00,-0.20,0.76,90.00,-1.10,-0.37,-0.10,1.16,71.57
20210401_13:27:00.93,99.9,99.9,999.9,001,-0.37,0.37,0.20,0.55,135.00,2.92,-0.00,0.78,3.03,270.00,2.19,-0.37,0.44,2.27,279.46,1.10,-0.00,0.44,1.18,270.00,-0.37,-0.00,0.05,0.37,90.00,-0.73,-0.37,-0.15,0.83,63.43,-0.00,-0.37,0.05,0.37,0.00,-0.73,-0.00,-0.00,0.73,90.00,-1.10,-0.00,-0.15,1.11,90.00,-1.10,-0.37,-0.10,1.16,71.57
20210401_13:27:01.46,99.9,99.9,999.9,001,-0.00,0.37,0.05,0.37,180.00,3.29,-0.00,0.73,3.37,270.00,1.83,-0.37,0.49,1.93,281.31,1.10,-0.00,0.44,1.18,270.00,-0.73,-0.00,0.10,0.74,90.00,-0.73,-0.37,-0.15,0.83,63.43,-0.00,-0.37,0.05,0.37,0.00,-0.73,-0.00,-0.00,0.73,90.00,-1.10,-0.00,-0.15,1.11,90.00,-1.10,-0.37,-0.10,1.16,71.57
